"","Identifiant.x","Lieu","Numéro.voie","Nom.voie","lon","lat","num_voie","Nom_df","Identifiant.y","Type.Objet","Modèle","Voie","Commune","Disponibilité","identifiant","type","payant","adresse.x","arrondissement","horaires_periode","horaires_lundi","horaires_mardi","horaires_mercredi","horaires_jeudi","horaires_vendredi","horaires_samedi","horaires_dimanche","adresse.y","nom_gerant","type_espace_vert","type_jardin_partage","domaine","proprietaire_terrain","statut_plu","amenagements","mail_1","internet_1","Icons","Couleur"
"1",895,"LES THES D EMILIE",76,"BOULEVARD HAUSSMANN",2.326254,48.874027,"76","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"2",928,"CENTRE PARIS ANIM  / CENTRE SOCIAL ANNIE FRATELLINI",36,"QUAI DE LA RAPEE",2.373244,48.841469,"36","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"3",1015,"L ENERGIE DES COULEURS",93,"AVENUE DE LA BOURDONNAIS",2.303369,48.855748,"93","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"4",1080,"LE WAGON BLEU",7,"RUE BOURSAULT",2.320537,48.88299,"7","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"5",1091,"MOT",6,"RUE DE CONSTANTINOPLE",2.321157,48.879819,"6","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"6",948,"LA GAITE LYRIQUE",0,"RUE PAPIN",2.353591,48.866831,"0","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"7",1352,"OPTIC 2000 PARIS CLIGNANCOURT",11,"RUE DE CLIGNANCOURT",2.347048,48.884511,"11","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"8",1361,"LB COIFFURE",3,"RUE BLEUE",2.347605,48.875762,"3","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"9",1384,"MICHELE",111,"RUE DU FAUBOURG POISSONNIERE",2.349052,48.877664,"111","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"10",1480,"LIBRAIRIE MARUANI LIBRAIRIE CAFE LECTURE GOURMANDE",171,"BOULEVARD VINCENT AURIOL",2.360313,48.831989,"171","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"11",1396,"LE BONNE NOUVELLE",24,"BOULEVARD DE BONNE NOUVELLE",2.350461,48.870425,"24","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"12",1417,"RIZ DJONDJON",291,"RUE SAINT-DENIS",2.352357,48.86949,"291","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"13",1177,"CHEZ LOULOU TATTOO",16,"RUE ERNEST CRESSON",2.329083,48.832775,"16","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"14",1234,"LA CAVE D EDOUARD",83,"RUE LAMARCK",2.335933,48.890267,"83","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"15",1278,"MUSCARI",82,"BOULEVARD DE PORT-ROYAL",2.340184,48.838955,"82","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"16",1284,"POPPY",2,"RUE MILTON",2.340557,48.876725,"2","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"17",1322,"LE PETIT GOURMAND",56,"RUE LETORT",2.344048,48.896901,"56","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"18",1769,"LEGUMES DES JOURS",109,"RUE DE LA REUNION",2.399562,48.857232,"109","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"19",1776,"LA TRUITE ENCHANTEE",80,"RUE DE BAGNOLET",2.401006,48.858462,"80","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"20",1517,"MOI ET MES ENFANTS",7,"RUE DU DOCTEUR CHARLES RICHET",2.364419,48.831968,"7","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"21",1534,"BLEND",1,"BOULEVARD DES FILLES DU CALVAIRE",2.366955,48.861116,"1","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"22",1535,"SATIO",11,"RUE ALIBERT",2.366956,48.871477,"11","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"23",1566,"LE BARLU",10,"QUAI DE LA SEINE",2.371216,48.88494,"10","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"24",1631,"O SOLEIL",21,"RUE DE PATAY",2.375449,48.824919,"21","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"25",1639,"COMME PIEDS NUS",58,"AVENUE DE LA REPUBLIQUE",2.376113,48.864819,"58","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"26",1648,"JOHNNY S BAR",8,"BOULEVARD DE BERCY",2.37777,48.839223,"8","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"27",1652,"L AMI PIERRE",5,"RUE DE LA MAIN D OR",2.378266,48.851543,"5","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"28",1667,"EPICERIE CIRCULAIRE",6,"RUE PIERRE GIRARD",2.379873,48.885806,"6","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"29",1884,"MUSEE D ART MODERNE DE LA VILLE DE PARIS",11,"AVENUE DU PRESIDENT WILSON",2.297555,48.864765,"11","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"30",1941,"BIBLIOTHEQUE VACLAV HAVEL",26,"ESPLANADE NATHALIE SARRAUTE",2.362963,48.8890077,"26","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"31",1942,"BIBLIOTHEQUE FRANCOIS VILLON",81,"BOULEVARD DE LA VILLETTE",2.370797,48.877205,"81","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"32",1948,"METRO PORTE MAILLOT",87,"AVENUE DE LA GRANDE ARMEE",2.282886,48.877534,"87","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"33",1952,"METRO CHATELET",0,"PLACE DU CHATELET",2.3475923,48.8576328,"0","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"34",1982,"METRO CONVENTION",0,"PLACE GENEVIEVE-DE-GAULLE-ANTHONIOZ",2.2962295,48.8374989,"0","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"35",1984,"METRO PORTE DE VERSAILLES",1,"AVENUE ERNEST RENAN",2.2880891,48.8322089,"1","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"36",1839,"POKE BAR CHAMPS ELYSEES",120,"RUE LA BOETIE",2.30686,48.871285,"120","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"37",1855,"GRAND POWERS",52,"RUE FRANCOIS 1ER",2.303157,48.869131,"52","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"38",1858,"APARTHOTEL ADAGIO PARIS NATION",15,"RUE LAMBLARDIE",2.397677,48.840577,"15","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"39",1990,"KAVIARI DELIKATESSEN",63,"RUE DE GRENELLE",2.3247993,48.8548533,"63","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"40",1920,"HOTEL DU ROND POINT DES CHAMPS-ELYSEES - ESPRIT DE FRANCE",10,"RUE DE PONTHIEU",2.3106745,48.8703839,"10","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"41",1931,"MBM PARIS",22,"RUE DU TEMPLE",2.3536601,48.8588189,"22","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"42",886,"BIO C  BON TERNES",79,"AVENUE DES TERNES",2.289263,48.879581,"79","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"43",913,"NUMERO 220",220,"RUE SAINT-JACQUES",2.342179,48.844917,"220","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"44",991,"PHARMACIE CONVENTION CROIX NIVERT",131,"RUE DE LA CONVENTION",2.289985,48.84035,"131","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"45",996,"MALT IN STOCK",354,"RUE DE VAUGIRARD",2.293148,48.835791,"354","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"46",1009,"PHARMACIE DE LA PORTE BRANCION",92,"BOULEVARD LEFEBVRE",2.300841,48.828502,"92","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"47",1041,"LIBERTES BOULANGERIE",58,"RUE SAINT-DOMINIQUE",2.3091,48.859907,"58","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"48",1048,"BOULANGERIE DU PALAIS",123,"BOULEVARD BESSIERES",2.31452,48.89447,"123","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"49",1052,"LES OPTICIENS MALESHERBES",70,"BOULEVARD MALESHERBES",2.315701,48.87853,"70","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"50",1064,"PHARMACIE BASSEREAU",70,"RUE LEGENDRE",2.317913,48.886224,"70","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"51",1095,"DREAM CAFE",39,"BOULEVARD DU MONTPARNASSE",2.32138,48.844921,"39","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"52",942,"BIOCOOP LES FETES",1,"RUE DU PRE SAINT-GERVAIS",2.392227,48.87577,"1","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"53",967,"HOTEL PLAZA TOUR EIFFEL",32,"RUE GREUZE",2.282247,48.864521,"32","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"54",1349,"PAUL",63,"RUE MONTORGUEIL",2.346945,48.865766,"63","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"55",1368,"LA TETE A TOTO",22,"RUE POISSONNIERE",2.347893,48.86954,"22","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"56",1378,"SWEET KT",42,"RUE DE LA MONTAGNE SAINTE-GENEVIEVE",2.348461,48.847748,"42","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"57",1418,"LAPHONY",73,"RUE MONGE",2.35241,48.843503,"73","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"58",1115,"PINOCCHIO",19,"BOULEVARD EDGAR QUINET",2.323891,48.841197,"19","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"59",1144,"DECATHLON MADELEINE",23,"BOULEVARD DE LA MADELEINE",2.325463,48.869311,"23","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"60",1145,"CREPERIE LE PETIT JOSSELIN",59,"RUE DU MONTPARNASSE",2.325522,48.841903,"59","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"61",1218,"CLASS CROUTE",156,"BOULEVARD DU MONTPARNASSE",2.334559,48.840156,"156","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"62",1219,"PHARMACIE DARMON AGNES",64,"RUE DAMREMONT",2.334579,48.890819,"64","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"63",1261,"GRAND HOTEL DU PALAIS ROYAL",4,"RUE DE VALOIS",2.337788,48.863112,"4","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"64",1283,"PHARMACIE SAINT MICHEL",71,"BOULEVARD SAINT-MICHEL",2.340517,48.846322,"71","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"65",1782,"LE PICOTIN",35,"RUE SIBUET",2.402276,48.843489,"35","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"66",1791,"BRIEUC COIFFURE",88,"AVENUE DU GENERAL MICHEL BIZOT",2.403852,48.837304,"88","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"67",1512,"FRIC FRAC",79,"QUAI DE VALMY",2.36401,48.872409,"79","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"68",1543,"ABSOLUT HOTEL PARIS",1,"RUE DE LA FONTAINE AU ROI",2.368115,48.868825,"1","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"69",1576,"ATELIER DU TEMPS PASSE",3,"AVENUE DAUMESNIL",2.371753,48.849221,"3","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"70",1586,"BIOCOOP BASTILLE",10,"RUE BOULLE",2.372267,48.856821,"10","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"71",1614,"SAISON",62,"RUE OBERKAMPF",2.374155,48.86489,"62","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"72",1668,"LE RELAIS DE BELLEVILLE",34,"RUE DE BELLEVILLE",2.380104,48.872827,"34","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"73",1671,"L AMI COQ",110,"RUE DE BERCY",2.380483,48.839374,"110","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"74",1933,"HERBORISTERIE KAMOMILLE",111,"RUE DU THEATRE",2.2950122,48.8463113,"111","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"75",1953,"METRO DENFERT-ROCHEREAU",4,"AVENUE DU COLONEL HENRI ROL-TANGUY",2.3318805,48.8342504,"4","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"76",1959,"METRO BALARD",10,"BOULEVARD VICTOR",2.277342,48.8349826,"10","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"77",1967,"RER AUBER",0,"RUE SCRIBE / RUE AUBER",2.3305973,48.8716346,"0","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"78",1969,"METRO CHARLES DE GAULLE-ETOILE",0,"PLACE CHARLES DE GAULLE / AVENUE HOCHE",2.2959144,48.8743693,"0","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"79",1972,"METRO MARCADET-POISSONNIERS",69,"BOULEVARD BARBES",2.349499,48.890607,"69","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"80",1985,"METRO SEVRES-BABYLONE",18,"RUE DE SEVRES",2.3270571,48.8515852,"18","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"81",1802,"MONCEAU FLEURS",5,"RUE FREDERIC LOLIEE",2.40609,48.849545,"5","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"82",1808,"BAR A IODE",0,"AVENUE DE VERSAILLES",2.277282,48.850421,"0","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"83",1821,"SAVONNERIE BABA",0,"PLACE MARTHE SIMARD",2.304803,48.826185,"0","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"84",1822,"ACERMA",22,"QUAI DE LA LOIRE",2.372675,48.884143,"22","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"85",1840,"COPPER BRANCH",0,"RUE DE RENNES",2.325482,48.845327,"0","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"86",1862,"BIOCOOP DES LILAS",14,"RUE RAYMONDE SALEZ",2.417319,48.879375,"14","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
"87",1013,"LIBRAIRIE LA 25E HEURE",8,"PLACE DU GENERAL BEURET",2.302825,48.841783,"8","Commerce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shopping-cart","purple"
